time,u,drct,stability
2020-08-11 00:00:00,2.8292,60.0,5
2020-08-11 01:00:00,2.8292,70.0,5
2020-08-11 02:00:00,2.572,65.0,4
2020-08-11 03:00:00,2.0576,70.0,4
2020-08-11 04:00:00,3.8579999999999997,50.0,4
2020-08-11 05:00:00,4.6296,70.0,4
2020-08-11 06:00:00,4.3724,65.0,4
2020-08-11 07:00:00,3.0864,60.0,4
2020-08-11 08:00:00,3.3435999999999995,70.0,4
2020-08-11 09:00:00,3.6007999999999996,70.0,4
2020-08-11 10:00:00,2.8292,65.0,5
2020-08-11 11:00:00,3.0864,70.0,4
2020-08-11 12:00:00,2.3148,70.0,5
2020-08-11 13:00:00,3.6007999999999996,75.0,3
2020-08-11 14:00:00,3.8579999999999997,80.0,2
2020-08-11 15:00:00,3.3435999999999995,50.0,2
2020-08-11 16:00:00,2.8292,30.0,2
2020-08-11 17:00:00,3.0864,50.0,2
2020-08-11 18:00:00,2.572,40.0,2
2020-08-11 19:00:00,2.0576,55.0,2
2020-08-11 20:00:00,2.3148,80.0,4
2020-08-11 21:00:00,3.8579999999999997,65.0,4
2020-08-11 22:00:00,3.6007999999999996,80.0,4
2020-08-11 23:00:00,3.3435999999999995,100.0,4
2020-08-12 00:00:00,2.572,70.0,5
2020-08-12 01:00:00,3.0864,40.0,4
2020-08-12 02:00:00,2.0576,110.0,4
2020-08-12 03:00:00,1.286,,4
2020-08-12 04:00:00,3.0864,120.0,4
2020-08-12 05:00:00,3.0864,135.0,4
2020-08-12 06:00:00,2.3148,75.0,2
2020-08-12 07:00:00,2.3148,60.0,2
2020-08-12 08:00:00,3.6007999999999996,50.0,4
2020-08-12 09:00:00,3.8579999999999997,40.0,2
2020-08-12 10:00:00,3.3435999999999995,50.0,4
2020-08-12 11:00:00,3.6007999999999996,50.0,4
2020-08-12 12:00:00,4.1152,45.0,4
2020-08-12 13:00:00,5.401199999999999,50.0,4
2020-08-12 14:00:00,5.144,50.0,4
2020-08-12 15:00:00,5.658399999999999,60.0,4
2020-08-12 16:00:00,4.1152,45.0,2
2020-08-12 17:00:00,3.6007999999999996,50.0,4
2020-08-12 18:00:00,2.3148,40.0,4
2020-08-12 19:00:00,2.8292,50.0,4
2020-08-12 20:00:00,2.0576,35.0,4
2020-08-12 21:00:00,1.5432,50.0,4
2020-08-12 22:00:00,2.572,35.0,4
2020-08-12 23:00:00,2.572,50.0,5
2020-08-13 00:00:00,2.572,55.0,5
2020-08-13 01:00:00,1.8003999999999998,35.0,5
2020-08-13 02:00:00,1.8003999999999998,25.0,5
2020-08-13 03:00:00,2.3148,30.0,2
2020-08-13 04:00:00,2.3148,45.0,2
2020-08-13 05:00:00,2.572,45.0,4
2020-08-13 06:00:00,3.6007999999999996,65.0,4
2020-08-13 07:00:00,3.8579999999999997,75.0,4
2020-08-13 08:00:00,4.8868,85.0,4
2020-08-13 09:00:00,5.144,80.0,4
2020-08-13 10:00:00,5.401199999999999,80.0,4
2020-08-13 11:00:00,6.1728,80.0,4
2020-08-13 12:00:00,6.1728,85.0,3
2020-08-13 13:00:00,6.1728,85.0,4
2020-08-13 14:00:00,5.658399999999999,45.0,4
2020-08-13 15:00:00,5.401199999999999,40.0,4
2020-08-13 16:00:00,5.658399999999999,50.0,4
2020-08-13 17:00:00,5.401199999999999,50.0,4
2020-08-13 18:00:00,4.8868,55.0,4
2020-08-13 19:00:00,4.1152,65.0,4
2020-08-13 20:00:00,4.8868,65.0,4
2020-08-13 21:00:00,4.3724,70.0,4
2020-08-13 22:00:00,4.1152,80.0,4
2020-08-13 23:00:00,4.1152,70.0,4
2020-08-14 00:00:00,3.6007999999999996,90.0,4
2020-08-14 01:00:00,2.572,80.0,5
2020-08-14 02:00:00,2.8292,70.0,5
2020-08-14 03:00:00,3.3435999999999995,70.0,4
2020-08-14 04:00:00,2.3148,70.0,2
2020-08-14 05:00:00,3.0864,80.0,2
2020-08-14 06:00:00,2.572,75.0,4
2020-08-14 07:00:00,3.3435999999999995,80.0,4
2020-08-14 08:00:00,3.6007999999999996,85.0,4
2020-08-14 09:00:00,3.3435999999999995,80.0,4
2020-08-14 10:00:00,3.0864,70.0,4
2020-08-14 11:00:00,3.6007999999999996,45.0,4
2020-08-14 12:00:00,3.6007999999999996,50.0,4
2020-08-14 13:00:00,4.1152,40.0,4
2020-08-14 14:00:00,4.8868,55.0,3
2020-08-14 15:00:00,5.144,50.0,4
2020-08-14 16:00:00,5.144,55.0,4
2020-08-14 17:00:00,5.144,65.0,4
2020-08-14 18:00:00,4.8868,50.0,2
2020-08-14 19:00:00,4.8868,60.0,2
2020-08-14 20:00:00,4.1152,55.0,4
2020-08-14 21:00:00,2.8292,50.0,4
2020-08-14 22:00:00,1.8003999999999998,40.0,5
2020-08-14 23:00:00,2.0576,50.0,5
