station,valid,tmpc,dwpc,drct,sknt,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3
EGPH,2019-08-13 12:20,16.00,10.00,250.00,12.00,FEW,SCT,,1300.00,3900.00,
EGPH,2019-08-13 12:50,17.00,9.00,250.00,13.00,SCT,,,3700.00,,
EGPH,2019-08-13 13:20,15.00,10.00,310.00,7.00,FEW,SCT,,1000.00,3200.00,
EGPH,2019-08-13 13:50,15.00,10.00,300.00,5.00,FEW,SCT,,3000.00,3200.00,
EGPH,2019-08-13 14:20,17.00,9.00,270.00,8.00,FEW,SCT,,2800.00,3200.00,
EGPH,2019-08-13 14:50,15.00,10.00,250.00,14.00,FEW,SCT,,2100.00,3600.00,
EGPH,2019-08-13 15:20,16.00,10.00,230.00,12.00,FEW,SCT,,2400.00,3500.00,
EGPH,2019-08-13 15:50,15.00,11.00,230.00,14.00,SCT,SCT,,2400.00,3500.00,
EGPH,2019-08-13 16:20,14.00,9.00,260.00,12.00,SCT,SCT,,1800.00,3500.00,
EGPH,2019-08-13 16:50,15.00,10.00,260.00,11.00,SCT,,,4000.00,,
EGPH,2019-08-13 17:20,15.00,10.00,250.00,9.00,SCT,,,3700.00,,
EGPH,2019-08-13 17:50,15.00,10.00,240.00,10.00,SCT,,,3800.00,,
EGPH,2019-08-13 18:20,15.00,10.00,230.00,13.00,SCT,,,4000.00,,
EGPH,2019-08-13 18:50,14.00,8.00,260.00,6.00,FEW,,,4000.00,,
EGPH,2019-08-13 19:20,12.00,8.00,240.00,5.00,FEW,,,4000.00,,
EGPH,2019-08-13 19:50,12.00,9.00,260.00,3.00,FEW,,,4000.00,,
EGPH,2019-08-13 20:20,11.00,9.00,230.00,6.00,FEW,,,4000.00,,
EGPH,2019-08-13 20:50,10.00,9.00,230.00,4.00,,,,,,
EGPH,2019-08-13 21:20,10.00,9.00,240.00,5.00,,,,,,
EGPH,2019-08-13 21:50,8.00,8.00,240.00,6.00,,,,,,
EGPH,2019-08-13 22:20,8.00,8.00,230.00,6.00,,,,,,
EGPH,2019-08-13 22:50,9.00,8.00,250.00,5.00,,,,,,
EGPH,2019-08-13 23:20,9.00,8.00,240.00,6.00,,,,,,
EGPH,2019-08-13 23:50,9.00,8.00,250.00,3.00,,,,,,
EGPH,2019-08-14 00:20,10.00,9.00,,3.00,,,,,,
EGPH,2019-08-14 00:50,10.00,8.00,320.00,2.00,,,,,,
EGPH,2019-08-14 01:20,9.00,8.00,320.00,2.00,,,,,,
EGPH,2019-08-14 01:50,9.00,8.00,,2.00,,,,,,
EGPH,2019-08-14 02:20,8.00,8.00,230.00,2.00,SCT,,,4800.00,,
EGPH,2019-08-14 02:50,9.00,9.00,,2.00,BKN,,,4000.00,,
EGPH,2019-08-14 03:20,9.00,9.00,0.00,0.00,FEW,BKN,,3900.00,4800.00,
EGPH,2019-08-14 03:50,9.00,8.00,100.00,1.00,,,,,,
EGPH,2019-08-14 04:20,9.00,9.00,20.00,1.00,,,,,,
EGPH,2019-08-14 04:50,9.00,9.00,0.00,0.00,,,,,,
EGPH,2019-08-14 05:20,9.00,9.00,340.00,2.00,,,,,,
EGPH,2019-08-14 05:50,9.00,9.00,280.00,2.00,,,,,,
EGPH,2019-08-14 06:20,10.00,10.00,,1.00,,,,,,
EGPH,2019-08-14 06:50,11.00,10.00,,1.00,,,,,,
EGPH,2019-08-14 07:20,11.00,11.00,,1.00,,,,,,
EGPH,2019-08-14 07:50,13.00,11.00,,2.00,,,,,,
EGPH,2019-08-14 08:20,13.00,12.00,,3.00,,,,,,
EGPH,2019-08-14 08:50,14.00,12.00,40.00,4.00,,,,,,
EGPH,2019-08-14 09:50,16.00,12.00,60.00,5.00,FEW,,,2400.00,,
EGPH,2019-08-14 10:20,16.00,10.00,140.00,11.00,FEW,,,2600.00,,
EGPH,2019-08-14 10:50,16.00,10.00,160.00,7.00,FEW,,,3000.00,,
EGPH,2019-08-14 11:20,16.00,10.00,160.00,6.00,FEW,,,3000.00,,
EGPH,2019-08-14 11:50,16.00,10.00,100.00,4.00,FEW,BKN,,3000.00,4400.00,
EGPH,2019-08-14 12:20,17.00,10.00,110.00,4.00,SCT,,,3800.00,,
EGPH,2019-08-14 12:50,17.00,11.00,140.00,5.00,BKN,,,3000.00,,
EGPH,2019-08-14 13:20,17.00,12.00,150.00,4.00,BKN,,,2500.00,,
EGPH,2019-08-14 13:50,17.00,12.00,160.00,6.00,BKN,,,2400.00,,
EGPH,2019-08-14 14:20,17.00,13.00,180.00,6.00,BKN,,,2300.00,,
EGPH,2019-08-14 14:50,17.00,13.00,190.00,4.00,FEW,BKN,,2300.00,3000.00,
EGPH,2019-08-14 15:20,17.00,13.00,200.00,4.00,FEW,BKN,,2400.00,3200.00,
EGPH,2019-08-14 15:50,17.00,13.00,,3.00,SCT,SCT,,2600.00,4500.00,
EGPH,2019-08-14 16:20,17.00,14.00,,3.00,SCT,SCT,,2300.00,3800.00,
EGPH,2019-08-14 16:50,17.00,15.00,30.00,4.00,SCT,SCT,,2500.00,4200.00,
EGPH,2019-08-14 17:20,16.00,14.00,40.00,5.00,BKN,,,2300.00,,
EGPH,2019-08-14 17:50,16.00,14.00,50.00,5.00,BKN,,,2300.00,,
EGPH,2019-08-14 18:20,16.00,14.00,40.00,4.00,BKN,,,2200.00,,
EGPH,2019-08-14 18:50,17.00,14.00,140.00,5.00,BKN,,,2000.00,,
EGPH,2019-08-14 19:20,17.00,14.00,130.00,5.00,SCT,BKN,,2300.00,3700.00,
EGPH,2019-08-14 19:50,17.00,14.00,130.00,5.00,FEW,SCT,BKN,1400.00,1900.00,3400.00
EGPH,2019-08-14 20:20,16.00,14.00,130.00,5.00,FEW,BKN,,1800.00,2800.00,
EGPH,2019-08-14 20:50,16.00,14.00,150.00,4.00,BKN,,,2600.00,,
EGPH,2019-08-14 21:20,16.00,14.00,,3.00,BKN,,,2100.00,,
EGPH,2019-08-14 21:50,15.00,15.00,,1.00,FEW,,,1700.00,,
EGPH,2019-08-14 22:20,15.00,15.00,,1.00,BKN,,,2300.00,,
EGPH,2019-08-14 22:50,15.00,15.00,240.00,2.00,BKN,,,2000.00,,
EGPH,2019-08-14 23:20,15.00,15.00,240.00,7.00,BKN,OVC,,1500.00,3100.00,
EGPH,2019-08-14 23:50,15.00,14.00,250.00,8.00,FEW,,,1900.00,,
EGPH,2019-08-15 00:20,13.00,13.00,240.00,7.00,FEW,,,1500.00,,
EGPH,2019-08-15 00:50,13.00,13.00,240.00,5.00,BKN,,,3200.00,,
EGPH,2019-08-15 01:20,14.00,14.00,250.00,4.00,SCT,OVC,,1700.00,2600.00,
EGPH,2019-08-15 01:50,13.00,13.00,240.00,4.00,FEW,OVC,,1700.00,3300.00,
EGPH,2019-08-15 02:20,13.00,13.00,250.00,2.00,BKN,OVC,,1600.00,2900.00,
EGPH,2019-08-15 02:50,14.00,14.00,260.00,4.00,BKN,,,1800.00,,
EGPH,2019-08-15 03:20,14.00,14.00,240.00,7.00,BKN,,,1200.00,,
EGPH,2019-08-15 03:50,14.00,14.00,240.00,6.00,BKN,BKN,,1000.00,4500.00,
EGPH,2019-08-15 04:20,14.00,14.00,240.00,6.00,SCT,BKN,,1000.00,4600.00,
EGPH,2019-08-15 04:50,14.00,13.00,250.00,6.00,FEW,,,4800.00,,
EGPH,2019-08-15 05:20,14.00,13.00,250.00,8.00,,,,,,
EGPH,2019-08-15 05:50,14.00,13.00,250.00,9.00,FEW,,,1500.00,,
EGPH,2019-08-15 06:20,15.00,14.00,250.00,10.00,SCT,,,1500.00,,
EGPH,2019-08-15 06:50,15.00,13.00,260.00,11.00,SCT,SCT,,1300.00,3000.00,
EGPH,2019-08-15 07:20,15.00,13.00,260.00,13.00,SCT,SCT,,1400.00,4000.00,
EGPH,2019-08-15 07:50,15.00,13.00,260.00,14.00,FEW,,,1800.00,,
EGPH,2019-08-15 08:20,15.00,12.00,260.00,14.00,FEW,,,1800.00,,
EGPH,2019-08-15 08:50,16.00,12.00,260.00,16.00,FEW,,,2400.00,,
EGPH,2019-08-15 09:20,16.00,12.00,270.00,12.00,SCT,,,2200.00,,
EGPH,2019-08-15 09:50,16.00,11.00,270.00,14.00,SCT,,,2500.00,,
EGPH,2019-08-15 10:20,16.00,11.00,270.00,11.00,BKN,,,3000.00,,
EGPH,2019-08-15 10:50,16.00,11.00,260.00,11.00,FEW,SCT,,2500.00,4000.00,
EGPH,2019-08-15 11:20,16.00,10.00,270.00,11.00,FEW,SCT,,2800.00,4100.00,
EGPH,2019-08-15 11:50,16.00,10.00,270.00,11.00,SCT,,,3300.00,,
EGPH,2019-08-15 12:20,17.00,9.00,270.00,12.00,FEW,,,3700.00,,
EGPH,2019-08-15 12:50,18.00,8.00,270.00,11.00,SCT,,,4100.00,,
EGPH,2019-08-15 13:20,18.00,8.00,270.00,11.00,SCT,,,4700.00,,
EGPH,2019-08-15 13:50,17.00,8.00,290.00,9.00,SCT,,,4500.00,,
EGPH,2019-08-15 14:20,18.00,8.00,280.00,11.00,SCT,,,4500.00,,
EGPH,2019-08-15 14:50,18.00,8.00,270.00,10.00,SCT,,,4300.00,,
EGPH,2019-08-15 15:20,17.00,8.00,260.00,12.00,SCT,,,4400.00,,
EGPH,2019-08-15 15:50,17.00,8.00,260.00,12.00,SCT,,,4200.00,,
EGPH,2019-08-15 16:20,17.00,8.00,250.00,12.00,FEW,,,4400.00,,
EGPH,2019-08-15 16:50,17.00,8.00,260.00,12.00,FEW,,,4500.00,,
EGPH,2019-08-15 17:20,17.00,8.00,270.00,9.00,,,,,,
EGPH,2019-08-15 17:50,17.00,9.00,260.00,10.00,FEW,,,4100.00,,
EGPH,2019-08-15 18:20,16.00,9.00,240.00,11.00,FEW,,,4200.00,,
EGPH,2019-08-15 18:50,15.00,9.00,250.00,10.00,,,,,,
EGPH,2019-08-15 19:20,15.00,10.00,250.00,9.00,FEW,,,4600.00,,
EGPH,2019-08-15 19:50,15.00,10.00,220.00,7.00,SCT,,,4300.00,,
EGPH,2019-08-15 20:20,13.00,10.00,240.00,6.00,SCT,,,4300.00,,
EGPH,2019-08-15 20:50,14.00,10.00,170.00,4.00,SCT,,,4500.00,,
EGPH,2019-08-15 21:20,13.00,10.00,260.00,3.00,SCT,,,3600.00,,
EGPH,2019-08-15 21:50,15.00,11.00,210.00,11.00,BKN,,,3600.00,,
EGPH,2019-08-15 22:20,15.00,11.00,220.00,8.00,FEW,,,4100.00,,
EGPH,2019-08-15 22:50,15.00,11.00,210.00,10.00,,,,,,
EGPH,2019-08-15 23:20,15.00,12.00,210.00,14.00,,,,,,
EGPH,2019-08-15 23:50,15.00,12.00,210.00,9.00,BKN,OVC,,3500.00,4800.00,
EGPH,2019-08-16 00:20,16.00,12.00,220.00,12.00,FEW,OVC,,2100.00,3700.00,
EGPH,2019-08-16 00:50,16.00,12.00,200.00,13.00,BKN,,,4500.00,,
EGPH,2019-08-16 01:20,16.00,13.00,200.00,9.00,,,,,,
EGPH,2019-08-16 01:50,16.00,13.00,220.00,7.00,,,,,,
EGPH,2019-08-16 02:20,16.00,13.00,210.00,9.00,BKN,,,4400.00,,
EGPH,2019-08-16 02:50,16.00,13.00,210.00,6.00,BKN,,,4100.00,,
EGPH,2019-08-16 03:20,16.00,13.00,190.00,5.00,BKN,,,4700.00,,
EGPH,2019-08-16 03:50,16.00,13.00,170.00,5.00,,,,,,
EGPH,2019-08-16 04:20,16.00,14.00,170.00,7.00,FEW,,,3500.00,,
EGPH,2019-08-16 04:50,16.00,14.00,190.00,9.00,SCT,,,2300.00,,
EGPH,2019-08-16 05:20,16.00,13.00,190.00,9.00,FEW,,,2300.00,,
EGPH,2019-08-16 05:50,15.00,13.00,210.00,10.00,FEW,,,2300.00,,
EGPH,2019-08-16 06:20,15.00,14.00,200.00,10.00,FEW,,,1300.00,,
EGPH,2019-08-16 06:50,15.00,14.00,190.00,9.00,SCT,,,4400.00,,
EGPH,2019-08-16 07:20,15.00,14.00,180.00,10.00,FEW,SCT,,2500.00,4000.00,
EGPH,2019-08-16 07:50,16.00,14.00,200.00,12.00,FEW,SCT,,1700.00,3900.00,
EGPH,2019-08-16 08:20,16.00,14.00,200.00,13.00,SCT,,,2500.00,,
EGPH,2019-08-16 08:50,16.00,14.00,210.00,11.00,SCT,,,2200.00,,
EGPH,2019-08-16 09:20,16.00,13.00,200.00,15.00,SCT,,,2000.00,,
EGPH,2019-08-16 09:50,16.00,13.00,190.00,11.00,FEW,,,2400.00,,
EGPH,2019-08-16 10:20,17.00,14.00,190.00,20.00,FEW,,,2300.00,,
EGPH,2019-08-16 10:50,19.00,14.00,200.00,22.00,FEW,,,2500.00,,
EGPH,2019-08-16 11:20,20.00,14.00,210.00,23.00,FEW,,,2700.00,,
EGPH,2019-08-16 11:50,19.00,14.00,210.00,20.00,FEW,SCT,,1500.00,4300.00,
EGPH,2019-08-16 12:20,19.00,15.00,210.00,20.00,FEW,SCT,,1600.00,2800.00,
EGPH,2019-08-16 12:50,19.00,16.00,210.00,15.00,SCT,,,2600.00,,
EGPH,2019-08-16 13:20,20.00,16.00,210.00,15.00,FEW,SCT,,1100.00,1900.00,
EGPH,2019-08-16 13:50,20.00,15.00,210.00,16.00,SCT,SCT,,1900.00,3500.00,
EGPH,2019-08-16 14:20,21.00,16.00,210.00,14.00,SCT,,,2200.00,,
EGPH,2019-08-16 14:50,20.00,15.00,210.00,15.00,SCT,,,2600.00,,
EGPH,2019-08-16 15:20,20.00,15.00,210.00,15.00,SCT,,,2400.00,,
EGPH,2019-08-16 15:50,21.00,15.00,210.00,13.00,SCT,,,2800.00,,
EGPH,2019-08-16 16:20,21.00,14.00,220.00,14.00,SCT,,,2800.00,,
EGPH,2019-08-16 16:50,20.00,14.00,220.00,14.00,SCT,,,3300.00,,
EGPH,2019-08-16 17:20,21.00,15.00,220.00,13.00,SCT,,,3400.00,,
EGPH,2019-08-16 17:50,20.00,15.00,210.00,10.00,SCT,,,3000.00,,
EGPH,2019-08-16 18:20,20.00,15.00,210.00,10.00,SCT,,,2800.00,,
EGPH,2019-08-16 18:50,19.00,15.00,180.00,7.00,FEW,,,4000.00,,
EGPH,2019-08-16 19:20,18.00,15.00,190.00,5.00,FEW,FEW,,2600.00,4000.00,
EGPH,2019-08-16 19:50,18.00,15.00,190.00,7.00,FEW,FEW,,2500.00,4000.00,
EGPH,2019-08-16 20:20,18.00,15.00,210.00,5.00,SCT,,,3000.00,,
EGPH,2019-08-16 20:50,17.00,15.00,240.00,5.00,SCT,,,2500.00,,
EGPH,2019-08-16 21:20,15.00,15.00,,3.00,FEW,SCT,BKN,1000.00,2400.00,3900.00
EGPH,2019-08-16 21:50,16.00,15.00,240.00,3.00,BKN,OVC,,1400.00,4300.00,
EGPH,2019-08-16 22:20,16.00,16.00,210.00,5.00,SCT,BKN,,1600.00,4000.00,
EGPH,2019-08-16 22:50,16.00,16.00,210.00,5.00,BKN,BKN,,2000.00,3400.00,
EGPH,2019-08-16 23:20,16.00,15.00,230.00,8.00,FEW,SCT,BKN,2000.00,3100.00,4600.00
EGPH,2019-08-16 23:50,15.00,14.00,220.00,9.00,NSC,,,,,
EGPH,2019-08-17 00:20,15.00,13.00,230.00,9.00,NSC,,,,,
EGPH,2019-08-17 00:50,15.00,13.00,220.00,10.00,,,,,,
EGPH,2019-08-17 01:20,15.00,13.00,230.00,11.00,,,,,,
EGPH,2019-08-17 01:50,14.00,13.00,230.00,9.00,FEW,,,2200.00,,
EGPH,2019-08-17 02:20,14.00,13.00,220.00,13.00,FEW,,,2300.00,,
EGPH,2019-08-17 02:50,14.00,12.00,220.00,12.00,FEW,SCT,,2600.00,4100.00,
EGPH,2019-08-17 03:20,14.00,13.00,220.00,12.00,BKN,BKN,,1900.00,3600.00,
EGPH,2019-08-17 03:50,14.00,13.00,230.00,12.00,FEW,SCT,,1800.00,3800.00,
EGPH,2019-08-17 04:20,14.00,13.00,230.00,12.00,BKN,BKN,,1700.00,3100.00,
EGPH,2019-08-17 04:50,13.00,11.00,250.00,11.00,FEW,BKN,BKN,1200.00,3200.00,4800.00
EGPH,2019-08-17 05:20,12.00,11.00,240.00,8.00,FEW,SCT,,2500.00,3600.00,
EGPH,2019-08-17 05:50,12.00,11.00,240.00,8.00,FEW,,,2400.00,,
EGPH,2019-08-17 06:20,13.00,12.00,230.00,11.00,FEW,,,2700.00,,
EGPH,2019-08-17 06:50,14.00,12.00,230.00,13.00,FEW,,,2700.00,,
EGPH,2019-08-17 07:20,14.00,11.00,240.00,17.00,FEW,,,2700.00,,
EGPH,2019-08-17 07:50,15.00,12.00,240.00,13.00,SCT,,,2000.00,,
EGPH,2019-08-17 08:20,15.00,11.00,240.00,16.00,SCT,,,2100.00,,
EGPH,2019-08-17 08:50,15.00,11.00,260.00,10.00,SCT,,,2300.00,,
EGPH,2019-08-17 09:20,16.00,10.00,250.00,15.00,SCT,,,2400.00,,
EGPH,2019-08-17 09:50,16.00,10.00,240.00,20.00,SCT,,,3100.00,,
EGPH,2019-08-17 10:20,16.00,10.00,240.00,17.00,SCT,,,3200.00,,
EGPH,2019-08-17 10:50,15.00,12.00,240.00,17.00,FEW,SCT,,1900.00,2600.00,
EGPH,2019-08-17 11:20,16.00,11.00,240.00,19.00,SCT,,,2600.00,,
EGPH,2019-08-17 11:50,17.00,10.00,250.00,19.00,SCT,,,3400.00,,
EGPH,2019-08-17 12:20,18.00,9.00,230.00,22.00,FEW,,,4000.00,,
EGPH,2019-08-17 12:50,18.00,8.00,230.00,24.00,FEW,,,4000.00,,
EGPH,2019-08-17 13:20,17.00,8.00,240.00,19.00,FEW,,,4400.00,,
EGPH,2019-08-17 13:50,19.00,9.00,240.00,17.00,SCT,,,4700.00,,
EGPH,2019-08-17 14:20,18.00,9.00,240.00,16.00,FEW,,,4500.00,,
EGPH,2019-08-17 14:50,18.00,8.00,240.00,18.00,SCT,,,4900.00,,
EGPH,2019-08-17 15:20,18.00,10.00,220.00,22.00,FEW,,,4100.00,,
EGPH,2019-08-17 15:50,18.00,10.00,220.00,17.00,FEW,,,4100.00,,
EGPH,2019-08-17 16:20,17.00,10.00,220.00,17.00,FEW,,,4800.00,,
EGPH,2019-08-17 16:50,16.00,10.00,220.00,19.00,SCT,,,4600.00,,
EGPH,2019-08-17 17:20,12.00,10.00,260.00,10.00,BKN,,,2800.00,,
EGPH,2019-08-17 17:50,13.00,11.00,220.00,8.00,FEW,,,2600.00,,
EGPH,2019-08-17 18:20,12.00,11.00,240.00,6.00,SCT,,,3500.00,,
EGPH,2019-08-17 18:50,14.00,12.00,240.00,8.00,FEW,SCT,,2000.00,3100.00,
EGPH,2019-08-17 19:20,14.00,12.00,210.00,7.00,FEW,,,4200.00,,
EGPH,2019-08-17 19:50,14.00,11.00,220.00,10.00,FEW,,,1600.00,,
EGPH,2019-08-17 20:20,14.00,11.00,210.00,9.00,FEW,,,2000.00,,
EGPH,2019-08-17 20:50,13.00,11.00,200.00,10.00,,,,,,
EGPH,2019-08-17 21:20,13.00,11.00,200.00,10.00,,,,,,
EGPH,2019-08-17 21:50,13.00,11.00,210.00,13.00,,,,,,
EGPH,2019-08-17 22:20,13.00,10.00,210.00,13.00,,,,,,
EGPH,2019-08-17 22:50,13.00,10.00,210.00,12.00,,,,,,
EGPH,2019-08-17 23:20,13.00,10.00,210.00,9.00,,,,,,
EGPH,2019-08-17 23:50,13.00,10.00,210.00,10.00,,,,,,
EGPH,2019-08-18 00:20,13.00,9.00,210.00,9.00,,,,,,
EGPH,2019-08-18 00:50,12.00,9.00,210.00,10.00,,,,,,
EGPH,2019-08-18 01:20,12.00,9.00,200.00,9.00,,,,,,
EGPH,2019-08-18 01:50,12.00,9.00,210.00,11.00,,,,,,
EGPH,2019-08-18 02:20,13.00,10.00,200.00,11.00,,,,,,
EGPH,2019-08-18 02:50,12.00,10.00,200.00,12.00,FEW,,,3000.00,,
EGPH,2019-08-18 03:20,13.00,10.00,210.00,14.00,,,,,,
EGPH,2019-08-18 03:50,13.00,10.00,210.00,12.00,SCT,,,4200.00,,
EGPH,2019-08-18 04:20,13.00,10.00,200.00,11.00,SCT,BKN,,3200.00,4300.00,
EGPH,2019-08-18 04:50,13.00,10.00,200.00,14.00,SCT,,,2800.00,,
EGPH,2019-08-18 05:20,13.00,10.00,210.00,15.00,BKN,,,2800.00,,
EGPH,2019-08-18 05:50,13.00,11.00,220.00,14.00,BKN,,,2800.00,,
EGPH,2019-08-18 06:20,14.00,11.00,220.00,15.00,SCT,,,3800.00,,
EGPH,2019-08-18 06:50,14.00,11.00,210.00,15.00,BKN,,,2700.00,,
EGPH,2019-08-18 07:20,14.00,11.00,210.00,15.00,BKN,,,2500.00,,
EGPH,2019-08-18 07:50,14.00,11.00,210.00,15.00,FEW,BKN,,1700.00,2300.00,
EGPH,2019-08-18 08:20,15.00,11.00,210.00,15.00,FEW,BKN,,1900.00,2200.00,
EGPH,2019-08-18 08:50,15.00,11.00,220.00,14.00,BKN,,,2000.00,,
EGPH,2019-08-18 09:20,15.00,11.00,220.00,17.00,SCT,,,2100.00,,
EGPH,2019-08-18 09:50,17.00,12.00,230.00,17.00,SCT,,,2400.00,,
EGPH,2019-08-18 10:20,17.00,12.00,220.00,18.00,BKN,,,2500.00,,
EGPH,2019-08-18 10:50,17.00,11.00,230.00,20.00,FEW,BKN,,1700.00,2700.00,
EGPH,2019-08-18 11:20,16.00,12.00,220.00,20.00,BKN,,,2300.00,,
EGPH,2019-08-18 11:50,16.00,12.00,230.00,19.00,BKN,BKN,,2100.00,3800.00,
